team_1,team_2,winner,margin,ground,ground_url,match_date,scorecard,scorecard_url
Australia,England,England,7 runs,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1999-01-17,ODI # 1386,http://stats.espncricinfo.com/ci/engine/match/65574.html
New Zealand,India,New Zealand,70 runs,Christchurch,http://stats.espncricinfo.com/ci/content/ground/58812.html,1999-01-19,ODI # 1387,http://stats.espncricinfo.com/ci/engine/match/64602.html
England,Sri Lanka,England,7 wickets,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,1999-01-19,ODI # 1388,http://stats.espncricinfo.com/ci/engine/match/65575.html
Australia,Sri Lanka,Sri Lanka,3 wickets,Hobart,http://stats.espncricinfo.com/ci/content/ground/56407.html,1999-01-21,ODI # 1389,http://stats.espncricinfo.com/ci/engine/match/65576.html
South Africa,West Indies,South Africa,2 wickets,Johannesburg,http://stats.espncricinfo.com/ci/content/ground/59120.html,1999-01-22,ODI # 1390,http://stats.espncricinfo.com/ci/engine/match/64603.html
England,Sri Lanka,Sri Lanka,1 wicket,Adelaide,http://stats.espncricinfo.com/ci/content/ground/56293.html,1999-01-23,ODI # 1391,http://stats.espncricinfo.com/ci/engine/match/65577.html
Australia,Sri Lanka,Australia,80 runs,Adelaide,http://stats.espncricinfo.com/ci/content/ground/56293.html,1999-01-24,ODI # 1392,http://stats.espncricinfo.com/ci/engine/match/65578.html
South Africa,West Indies,West Indies,43 runs,East London,http://stats.espncricinfo.com/ci/content/ground/59098.html,1999-01-24,ODI # 1393,http://stats.espncricinfo.com/ci/engine/match/64604.html
Australia,England,Australia,16 runs,Adelaide,http://stats.espncricinfo.com/ci/content/ground/56293.html,1999-01-26,ODI # 1394,http://stats.espncricinfo.com/ci/engine/match/65579.html
South Africa,West Indies,South Africa,55 runs,Durban,http://stats.espncricinfo.com/ci/content/ground/59089.html,1999-01-27,ODI # 1395,http://stats.espncricinfo.com/ci/engine/match/64605.html
England,Sri Lanka,England,128 runs,Perth,http://stats.espncricinfo.com/ci/content/ground/56490.html,1999-01-29,ODI # 1396,http://stats.espncricinfo.com/ci/engine/match/65580.html
South Africa,West Indies,South Africa,99 runs,Port Elizabeth,http://stats.espncricinfo.com/ci/content/ground/59159.html,1999-01-30,ODI # 1397,http://stats.espncricinfo.com/ci/engine/match/64606.html
Australia,Sri Lanka,Australia,45 runs,Perth,http://stats.espncricinfo.com/ci/content/ground/56490.html,1999-01-31,ODI # 1398,http://stats.espncricinfo.com/ci/engine/match/65581.html
South Africa,West Indies,South Africa,89 runs,Cape Town,http://stats.espncricinfo.com/ci/content/ground/59068.html,1999-02-02,ODI # 1399,http://stats.espncricinfo.com/ci/engine/match/64607.html
England,Sri Lanka,Sri Lanka,11 runs,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1999-02-03,ODI # 1400,http://stats.espncricinfo.com/ci/engine/match/65582.html
Australia,England,Australia,4 wickets,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1999-02-05,ODI # 1401,http://stats.espncricinfo.com/ci/engine/match/65583.html
South Africa,West Indies,South Africa,114 runs,Bloemfontein,http://stats.espncricinfo.com/ci/content/ground/59042.html,1999-02-05,ODI # 1402,http://stats.espncricinfo.com/ci/engine/match/64608.html
Australia,Sri Lanka,Australia,43 runs,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,1999-02-07,ODI # 1403,http://stats.espncricinfo.com/ci/engine/match/65584.html
South Africa,West Indies,South Africa,50 runs,Centurion,http://stats.espncricinfo.com/ci/content/ground/59079.html,1999-02-07,ODI # 1404,http://stats.espncricinfo.com/ci/engine/match/64609.html
Australia,England,Australia,10 runs,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1999-02-10,ODI # 1405,http://stats.espncricinfo.com/ci/engine/match/65585.html
Australia,England,Australia,162 runs,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,1999-02-13,ODI # 1406,http://stats.espncricinfo.com/ci/engine/match/65586.html
New Zealand,South Africa,New Zealand,3 wickets,Dunedin,http://stats.espncricinfo.com/ci/content/ground/58822.html,1999-02-14,ODI # 1407,http://stats.espncricinfo.com/ci/engine/match/64610.html
New Zealand,South Africa,South Africa,7 wickets,Christchurch,http://stats.espncricinfo.com/ci/content/ground/58812.html,1999-02-17,ODI # 1408,http://stats.espncricinfo.com/ci/engine/match/64611.html
New Zealand,South Africa,New Zealand,7 wickets,Auckland,http://stats.espncricinfo.com/ci/content/ground/58792.html,1999-02-20,ODI # 1409,http://stats.espncricinfo.com/ci/engine/match/64612.html
Bangladesh,Pakistan,Pakistan,152 runs,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1999-03-16,ODI # 1410,http://stats.espncricinfo.com/ci/engine/match/64613.html
Pakistan,Sri Lanka,Pakistan,9 runs,Jamshedpur,http://stats.espncricinfo.com/ci/content/ground/58180.html,1999-03-19,ODI # 1411,http://stats.espncricinfo.com/ci/engine/match/66211.html
Kenya,Zimbabwe,Zimbabwe,133 runs,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1999-03-19,ODI # 1412,http://stats.espncricinfo.com/ci/engine/match/66218.html
Bangladesh,Kenya,Kenya,8 wickets,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1999-03-20,ODI # 1413,http://stats.espncricinfo.com/ci/engine/match/66219.html
Bangladesh,Zimbabwe,Zimbabwe,126 runs,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1999-03-21,ODI # 1414,http://stats.espncricinfo.com/ci/engine/match/66220.html
India,Sri Lanka,India,80 runs,Nagpur,http://stats.espncricinfo.com/ci/content/ground/58344.html,1999-03-22,ODI # 1415,http://stats.espncricinfo.com/ci/engine/match/66212.html
Kenya,Zimbabwe,Zimbabwe,64 runs,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1999-03-23,ODI # 1416,http://stats.espncricinfo.com/ci/engine/match/66221.html
India,Pakistan,Pakistan,143 runs,Jaipur,http://stats.espncricinfo.com/ci/content/ground/58162.html,1999-03-24,ODI # 1417,http://stats.espncricinfo.com/ci/engine/match/66213.html
Bangladesh,Kenya,Kenya,73 runs,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1999-03-24,ODI # 1418,http://stats.espncricinfo.com/ci/engine/match/66222.html
Bangladesh,Zimbabwe,Zimbabwe,3 wickets,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1999-03-25,ODI # 1420,http://stats.espncricinfo.com/ci/engine/match/66223.html
New Zealand,South Africa,South Africa,2 wickets,Napier,http://stats.espncricinfo.com/ci/content/ground/58857.html,1999-03-26,ODI # 1421,http://stats.espncricinfo.com/ci/engine/match/64615.html
New Zealand,South Africa,South Africa,143 runs,Auckland,http://stats.espncricinfo.com/ci/content/ground/58792.html,1999-03-27,ODI # 1422,http://stats.espncricinfo.com/ci/engine/match/64616.html
Pakistan,Sri Lanka,Sri Lanka,12 runs,Visakhapatnam,http://stats.espncricinfo.com/ci/content/ground/58542.html,1999-03-27,ODI # 1423,http://stats.espncricinfo.com/ci/engine/match/66214.html
Kenya,Zimbabwe,Zimbabwe,202 runs,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1999-03-27,ODI # 1424,http://stats.espncricinfo.com/ci/engine/match/66224.html
India,Sri Lanka,India,51 runs,Pune,http://stats.espncricinfo.com/ci/content/ground/58383.html,1999-03-30,ODI # 1426,http://stats.espncricinfo.com/ci/engine/match/66215.html
India,Pakistan,Pakistan,7 wickets,Mohali,http://stats.espncricinfo.com/ci/content/ground/57991.html,1999-04-01,ODI # 1427,http://stats.espncricinfo.com/ci/engine/match/66216.html
India,Pakistan,Pakistan,123 runs,Bengaluru,http://stats.espncricinfo.com/ci/content/ground/57897.html,1999-04-04,ODI # 1428,http://stats.espncricinfo.com/ci/engine/match/66217.html
England,Pakistan,Pakistan,90 runs,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1999-04-07,ODI # 1429,http://stats.espncricinfo.com/ci/engine/match/65775.html
India,Pakistan,Pakistan,116 runs,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1999-04-08,ODI # 1430,http://stats.espncricinfo.com/ci/engine/match/65776.html
England,India,India,20 runs,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1999-04-09,ODI # 1431,http://stats.espncricinfo.com/ci/engine/match/65777.html
England,India,India,9 runs,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1999-04-11,ODI # 1432,http://stats.espncricinfo.com/ci/engine/match/65778.html
West Indies,Australia,West Indies,44 runs,Kingstown,http://stats.espncricinfo.com/ci/content/ground/59463.html,1999-04-11,ODI # 1433,http://stats.espncricinfo.com/ci/engine/match/64618.html
England,Pakistan,England,62 runs,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1999-04-12,ODI # 1434,http://stats.espncricinfo.com/ci/engine/match/65779.html
India,Pakistan,India,6 wickets,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1999-04-13,ODI # 1435,http://stats.espncricinfo.com/ci/engine/match/65780.html
West Indies,Australia,Australia,46 runs,St George's,http://stats.espncricinfo.com/ci/content/ground/59490.html,1999-04-14,ODI # 1436,http://stats.espncricinfo.com/ci/engine/match/64619.html
India,Pakistan,Pakistan,8 wickets,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1999-04-16,ODI # 1437,http://stats.espncricinfo.com/ci/engine/match/65781.html
West Indies,Australia,West Indies,5 wickets,Port of Spain,http://stats.espncricinfo.com/ci/content/ground/59475.html,1999-04-17,ODI # 1438,http://stats.espncricinfo.com/ci/engine/match/64620.html
West Indies,Australia,Australia,20 runs,Port of Spain,http://stats.espncricinfo.com/ci/content/ground/59475.html,1999-04-18,ODI # 1439,http://stats.espncricinfo.com/ci/engine/match/64621.html
West Indies,Australia,tied,,Georgetown,http://stats.espncricinfo.com/ci/content/ground/59447.html,1999-04-21,ODI # 1440,http://stats.espncricinfo.com/ci/engine/match/64622.html
West Indies,Australia,Australia,4 wickets,Bridgetown,http://stats.espncricinfo.com/ci/content/ground/59429.html,1999-04-24,ODI # 1441,http://stats.espncricinfo.com/ci/engine/match/64623.html
West Indies,Australia,West Indies,8 wickets,Bridgetown,http://stats.espncricinfo.com/ci/content/ground/59429.html,1999-04-25,ODI # 1442,http://stats.espncricinfo.com/ci/engine/match/64624.html
England,Sri Lanka,England,8 wickets,Lord's,http://stats.espncricinfo.com/ci/content/ground/57129.html,1999-05-14,ODI # 1443,http://stats.espncricinfo.com/ci/engine/match/65193.html
India,South Africa,South Africa,4 wickets,Hove,http://stats.espncricinfo.com/ci/content/ground/56825.html,1999-05-15,ODI # 1444,http://stats.espncricinfo.com/ci/engine/match/65194.html
Kenya,Zimbabwe,Zimbabwe,5 wickets,Taunton,http://stats.espncricinfo.com/ci/content/ground/57351.html,1999-05-15,ODI # 1445,http://stats.espncricinfo.com/ci/engine/match/65195.html
Australia,Scotland,Australia,6 wickets,Worcester,http://stats.espncricinfo.com/ci/content/ground/57424.html,1999-05-16,ODI # 1446,http://stats.espncricinfo.com/ci/engine/match/65196.html
Pakistan,West Indies,Pakistan,27 runs,Bristol,http://stats.espncricinfo.com/ci/content/ground/56831.html,1999-05-16,ODI # 1447,http://stats.espncricinfo.com/ci/engine/match/65197.html
Bangladesh,New Zealand,New Zealand,6 wickets,Chelmsford,http://stats.espncricinfo.com/ci/content/ground/56887.html,1999-05-17,ODI # 1448,http://stats.espncricinfo.com/ci/engine/match/65198.html
England,Kenya,England,9 wickets,Canterbury,http://stats.espncricinfo.com/ci/content/ground/56869.html,1999-05-18,ODI # 1449,http://stats.espncricinfo.com/ci/engine/match/65199.html
India,Zimbabwe,Zimbabwe,3 runs,Leicester,http://stats.espncricinfo.com/ci/content/ground/57100.html,1999-05-19,ODI # 1450,http://stats.espncricinfo.com/ci/engine/match/65200.html
South Africa,Sri Lanka,South Africa,89 runs,Northampton,http://stats.espncricinfo.com/ci/content/ground/57207.html,1999-05-19,ODI # 1451,http://stats.espncricinfo.com/ci/engine/match/65201.html
Australia,New Zealand,New Zealand,5 wickets,Cardiff,http://stats.espncricinfo.com/ci/content/ground/56874.html,1999-05-20,ODI # 1452,http://stats.espncricinfo.com/ci/engine/match/65202.html
Pakistan,Scotland,Pakistan,94 runs,Chester-le-Street,http://stats.espncricinfo.com/ci/content/ground/56901.html,1999-05-20,ODI # 1453,http://stats.espncricinfo.com/ci/engine/match/65203.html
Bangladesh,West Indies,West Indies,7 wickets,Dublin,http://stats.espncricinfo.com/ci/content/ground/58604.html,1999-05-21,ODI # 1454,http://stats.espncricinfo.com/ci/engine/match/65204.html
England,South Africa,South Africa,122 runs,The Oval,http://stats.espncricinfo.com/ci/content/ground/57127.html,1999-05-22,ODI # 1455,http://stats.espncricinfo.com/ci/engine/match/65205.html
Sri Lanka,Zimbabwe,Sri Lanka,4 wickets,Worcester,http://stats.espncricinfo.com/ci/content/ground/57424.html,1999-05-22,ODI # 1456,http://stats.espncricinfo.com/ci/engine/match/65206.html
India,Kenya,India,94 runs,Bristol,http://stats.espncricinfo.com/ci/content/ground/56831.html,1999-05-23,ODI # 1457,http://stats.espncricinfo.com/ci/engine/match/65207.html
Australia,Pakistan,Pakistan,10 runs,Leeds,http://stats.espncricinfo.com/ci/content/ground/57092.html,1999-05-23,ODI # 1458,http://stats.espncricinfo.com/ci/engine/match/65208.html
Scotland,Bangladesh,Bangladesh,22 runs,Edinburgh,http://stats.espncricinfo.com/ci/content/ground/59269.html,1999-05-24,ODI # 1459,http://stats.espncricinfo.com/ci/engine/match/65209.html
New Zealand,West Indies,West Indies,7 wickets,Southampton,http://stats.espncricinfo.com/ci/content/ground/57309.html,1999-05-24,ODI # 1460,http://stats.espncricinfo.com/ci/engine/match/65210.html
England,Zimbabwe,England,7 wickets,Nottingham,http://stats.espncricinfo.com/ci/content/ground/57219.html,1999-05-25,ODI # 1461,http://stats.espncricinfo.com/ci/engine/match/65211.html
Kenya,South Africa,South Africa,7 wickets,Amstelveen,http://stats.espncricinfo.com/ci/content/ground/58686.html,1999-05-26,ODI # 1462,http://stats.espncricinfo.com/ci/engine/match/65212.html
India,Sri Lanka,India,157 runs,Taunton,http://stats.espncricinfo.com/ci/content/ground/57351.html,1999-05-26,ODI # 1463,http://stats.espncricinfo.com/ci/engine/match/65213.html
Australia,Bangladesh,Australia,7 wickets,Chester-le-Street,http://stats.espncricinfo.com/ci/content/ground/56901.html,1999-05-27,ODI # 1464,http://stats.espncricinfo.com/ci/engine/match/65214.html
Scotland,West Indies,West Indies,8 wickets,Leicester,http://stats.espncricinfo.com/ci/content/ground/57100.html,1999-05-27,ODI # 1465,http://stats.espncricinfo.com/ci/engine/match/65215.html
New Zealand,Pakistan,Pakistan,62 runs,Derby,http://stats.espncricinfo.com/ci/content/ground/56953.html,1999-05-28,ODI # 1466,http://stats.espncricinfo.com/ci/engine/match/65216.html
England,India,India,63 runs,Birmingham,http://stats.espncricinfo.com/ci/content/ground/56788.html,1999-05-29,ODI # 1467,http://stats.espncricinfo.com/ci/engine/match/65217.html
South Africa,Zimbabwe,Zimbabwe,48 runs,Chelmsford,http://stats.espncricinfo.com/ci/content/ground/56887.html,1999-05-29,ODI # 1468,http://stats.espncricinfo.com/ci/engine/match/65218.html
Kenya,Sri Lanka,Sri Lanka,45 runs,Southampton,http://stats.espncricinfo.com/ci/content/ground/57309.html,1999-05-30,ODI # 1469,http://stats.espncricinfo.com/ci/engine/match/65219.html
Australia,West Indies,Australia,6 wickets,Manchester,http://stats.espncricinfo.com/ci/content/ground/57160.html,1999-05-30,ODI # 1470,http://stats.espncricinfo.com/ci/engine/match/65220.html
Bangladesh,Pakistan,Bangladesh,62 runs,Northampton,http://stats.espncricinfo.com/ci/content/ground/57207.html,1999-05-31,ODI # 1471,http://stats.espncricinfo.com/ci/engine/match/65221.html
Scotland,New Zealand,New Zealand,6 wickets,Edinburgh,http://stats.espncricinfo.com/ci/content/ground/59269.html,1999-05-31,ODI # 1472,http://stats.espncricinfo.com/ci/engine/match/65222.html
Australia,India,Australia,77 runs,The Oval,http://stats.espncricinfo.com/ci/content/ground/57127.html,1999-06-04,ODI # 1473,http://stats.espncricinfo.com/ci/engine/match/65223.html
Pakistan,South Africa,South Africa,3 wickets,Nottingham,http://stats.espncricinfo.com/ci/content/ground/57219.html,1999-06-05,ODI # 1474,http://stats.espncricinfo.com/ci/engine/match/65224.html
India,Pakistan,India,47 runs,Manchester,http://stats.espncricinfo.com/ci/content/ground/57160.html,1999-06-08,ODI # 1476,http://stats.espncricinfo.com/ci/engine/match/65226.html
Australia,Zimbabwe,Australia,44 runs,Lord's,http://stats.espncricinfo.com/ci/content/ground/57129.html,1999-06-09,ODI # 1477,http://stats.espncricinfo.com/ci/engine/match/65227.html
New Zealand,South Africa,South Africa,74 runs,Birmingham,http://stats.espncricinfo.com/ci/content/ground/56788.html,1999-06-10,ODI # 1478,http://stats.espncricinfo.com/ci/engine/match/65228.html
Pakistan,Zimbabwe,Pakistan,148 runs,The Oval,http://stats.espncricinfo.com/ci/content/ground/57127.html,1999-06-11,ODI # 1479,http://stats.espncricinfo.com/ci/engine/match/65229.html
India,New Zealand,New Zealand,5 wickets,Nottingham,http://stats.espncricinfo.com/ci/content/ground/57219.html,1999-06-12,ODI # 1480,http://stats.espncricinfo.com/ci/engine/match/65230.html
Australia,South Africa,Australia,5 wickets,Leeds,http://stats.espncricinfo.com/ci/content/ground/57092.html,1999-06-13,ODI # 1481,http://stats.espncricinfo.com/ci/engine/match/65231.html
New Zealand,Pakistan,Pakistan,9 wickets,Manchester,http://stats.espncricinfo.com/ci/content/ground/57160.html,1999-06-16,ODI # 1482,http://stats.espncricinfo.com/ci/engine/match/65232.html
Australia,South Africa,tied,,Birmingham,http://stats.espncricinfo.com/ci/content/ground/56788.html,1999-06-17,ODI # 1483,http://stats.espncricinfo.com/ci/engine/match/65233.html
Australia,Pakistan,Australia,8 wickets,Lord's,http://stats.espncricinfo.com/ci/content/ground/57129.html,1999-06-20,ODI # 1484,http://stats.espncricinfo.com/ci/engine/match/65234.html
Sri Lanka,Australia,Australia,50 runs,Galle,http://stats.espncricinfo.com/ci/content/ground/59325.html,1999-08-22,ODI # 1485,http://stats.espncricinfo.com/ci/engine/match/66225.html
Australia,India,Australia,8 wickets,Galle,http://stats.espncricinfo.com/ci/content/ground/59325.html,1999-08-23,ODI # 1486,http://stats.espncricinfo.com/ci/engine/match/66226.html
Sri Lanka,India,Sri Lanka,7 wickets,Colombo (RPS),http://stats.espncricinfo.com/ci/content/ground/59306.html,1999-08-25,ODI # 1487,http://stats.espncricinfo.com/ci/engine/match/66227.html
