team,name,url,style,batting_style,bowling_style,avg_age,bat_ave,bat_sr,bowl_ave,bowl_econ,bowl_sr
Sri Lanka,TM Dilshan,http://www.espncricinfo.com/ci/content/player/48472.html,Allrounder,Right-hand bat,Right-arm offbreak,12017.783050847458,39.27000000000027,86.22999999999963,45.06999999999982,4.869999999999972,55.39999999999974
Sri Lanka,DAS Gunaratne,http://www.espncricinfo.com/ci/content/player/360456.html,Batsman,Right-hand bat,Right-arm medium-fast,11522.458333333334,27.38,79.41000000000003,32.86000000000001,5.200000000000002,37.899999999999984
Sri Lanka,CK Kapugedera,http://www.espncricinfo.com/ci/content/player/209457.html,Middle-order batsman,Right-hand bat,Right-arm medium,8200.12048192771,21.08999999999997,72.03999999999998,112.5,5.110000000000009,132.0
Sri Lanka,PVD Chameera,http://www.espncricinfo.com/ci/content/player/552152.html,Bowler,Right-hand bat,Right-arm fast,9162.375,13.28,62.0,41.88999999999999,5.329999999999999,47.100000000000016
Sri Lanka,MF Maharoof,http://www.espncricinfo.com/ci/content/player/49638.html,Allrounder,Right-hand bat,Right-arm fast-medium,8389.73417721519,19.51999999999999,86.01000000000015,28.059999999999963,4.889999999999992,34.30000000000002
Sri Lanka,"HDRL Thirimanne, ",http://www.espncricinfo.com/ci/content/player/301236.html,Top-order batsman,Left-hand bat,Right-arm medium-fast,8570.333333333334,34.64999999999999,71.33000000000001,31.329999999999988,5.420000000000001,34.60000000000001
Sri Lanka,PLS Gamage,http://www.espncricinfo.com/ci/content/player/268845.html,Bowler,Right-hand bat,Right-arm fast-medium,10219.222222222223,2.0,14.809999999999999,43.550000000000004,5.8500000000000005,44.60000000000001
Sri Lanka,"KMDN Kulasekara, ",http://www.espncricinfo.com/ci/content/player/49535.html,Bowler,Right-hand bat,Right-arm fast-medium,10429.727272727272,15.42999999999999,81.46000000000002,33.92000000000001,4.900000000000004,41.5
Sri Lanka,BOP Fernando,http://www.espncricinfo.com/ci/content/player/366725.html,Batsman,Right-hand bat,Legbreak,9824.6,25.4,67.19,202.2,8.0,187.8
Sri Lanka,KDK Vithanage,http://www.espncricinfo.com/ci/content/player/342616.html,Middle-order batsman,Left-hand bat,Legbreak,8388.666666666666,15.0,83.33,199.33333333333334,8.5,196.33333333333334
Sri Lanka,UWMBCA Welegedara,http://www.espncricinfo.com/ci/content/player/51019.html,Bowler,Right-hand bat,Left-arm fast-medium,10550.222222222223,4.0,44.44,28.860000000000007,5.68,30.400000000000002
Sri Lanka,BAW Mendis,http://www.espncricinfo.com/ci/content/player/268739.html,Bowler,Right-hand bat,Right-arm offbreak,9597.129032258064,8.170000000000005,71.47999999999998,21.859999999999985,4.800000000000006,27.299999999999972
Sri Lanka,"PDRL Perera, ",http://www.espncricinfo.com/ci/content/player/49870.html,Bowler,Left-hand bat,Left-arm medium-fast,10527.8,1.6,44.44,43.15,5.54,46.7
Sri Lanka,"CRD Fernando, ",http://www.espncricinfo.com/ci/content/player/48835.html,Bowler,Right-hand bat,Right-arm fast-medium,9106.228571428572,9.19,60.96000000000002,30.20000000000002,5.1999999999999975,34.70000000000002
Sri Lanka,"TM Dilshan, ",http://www.espncricinfo.com/ci/content/player/48472.html,Allrounder,Right-hand bat,Right-arm offbreak,10424.315789473685,39.269999999999996,86.23,45.07000000000002,4.870000000000001,55.399999999999984
Sri Lanka,"HMRKB Herath, ",http://www.espncricinfo.com/ci/content/player/49178.html,Bowler,Left-hand bat,Slow left-arm orthodox,12561.851851851852,9.330000000000005,64.51,31.909999999999993,4.370000000000001,43.79999999999998
Sri Lanka,MVT Fernando,http://www.espncricinfo.com/ci/content/player/465783.html,Bowler,Right-hand bat,Left-arm medium-fast,9620.875,15.0,49.18,67.39999999999999,6.799999999999999,59.39999999999999
Sri Lanka,"BAW Mendis, ",http://www.espncricinfo.com/ci/content/player/268739.html,Bowler,Right-hand bat,Right-arm offbreak,9416.904761904761,8.169999999999996,71.48,21.860000000000007,4.799999999999999,27.300000000000004
Sri Lanka,KTGD Prasad,http://www.espncricinfo.com/ci/content/player/50163.html,Bowler,Right-hand bat,Right-arm fast-medium,10440.1875,21.5,88.34999999999998,30.5,5.760000000000001,31.699999999999992
Sri Lanka,"TT Samaraweera, ",http://www.espncricinfo.com/ci/content/player/50424.html,Batsman,Right-hand bat,Right-arm offbreak,11354.666666666666,27.800000000000004,69.29,49.269999999999996,4.63,63.800000000000004
Sri Lanka,"SMSM Senanayake, ",http://www.espncricinfo.com/ci/content/player/273439.html,Bowler,Right-hand bat,Right-arm offbreak,10681.692307692309,13.180000000000005,93.24,35.35000000000001,4.759999999999999,44.399999999999984
Sri Lanka,A Dananjaya,http://www.espncricinfo.com/ci/content/player/574178.html,Allrounder,Left-hand bat,Right-arm offbreak,8942.74074074074,13.470000000000008,69.02,29.63999999999999,5.1599999999999975,34.399999999999984
Sri Lanka,"NLTC Perera, ",http://www.espncricinfo.com/ci/content/player/233514.html,Allrounder,Left-hand bat,Right-arm medium-fast,8958.76,20.63999999999999,112.34000000000002,31.159999999999997,5.860000000000002,31.79999999999999
Sri Lanka,"AD Mathews, ",http://www.espncricinfo.com/ci/content/player/49764.html,Allrounder,Right-hand bat,Right-arm medium,9295.272727272728,42.36000000000001,83.39000000000004,34.21000000000001,4.61,44.399999999999984
Sri Lanka,MD Gunathilaka,http://www.espncricinfo.com/ci/content/player/345821.html,Allrounder,Left-hand bat,Right-arm offbreak,9497.272727272728,32.409999999999975,84.69999999999997,48.0,5.870000000000003,49.0
Sri Lanka,"CAK Rajitha, ",http://www.espncricinfo.com/ci/content/player/499594.html,Bowler,Right-hand bat,Right-arm medium-fast,9344.0,0.41500000000000004,6.0649999999999995,47.8,6.66,43.0
Sri Lanka,S Weerakoon,http://www.espncricinfo.com/ci/content/player/50914.html,Bowler,Left-hand bat,Slow left-arm orthodox,12538.0,0.33,5.88,49.0,4.9,60.0
Sri Lanka,LPC Silva,http://www.espncricinfo.com/ci/content/player/50431.html,Batsman,Right-hand bat,Legbreak,10082.4,28.849999999999973,70.40000000000005,33.0,4.71,42.0
Sri Lanka,CKB Kulasekara,http://www.espncricinfo.com/ci/content/player/49477.html,Allrounder,Right-hand bat,Right-arm fast-medium,9657.666666666666,12.660000000000002,52.77,198.66666666666666,6.150000000000001,200.0
Sri Lanka,TT Samaraweera,http://www.espncricinfo.com/ci/content/player/50424.html,Batsman,Right-hand bat,Right-arm offbreak,11195.585365853658,27.799999999999983,69.28999999999998,49.26999999999999,4.629999999999997,63.80000000000002
Sri Lanka,S Randiv,http://www.espncricinfo.com/ci/content/player/50438.html,Bowler,Right-hand bat,Right-arm offbreak,9631.111111111111,17.5,73.28999999999999,33.72000000000001,5.0600000000000005,39.89999999999999
Sri Lanka,"S Randiv, ",http://www.espncricinfo.com/ci/content/player/50438.html,Bowler,Right-hand bat,Right-arm offbreak,9329.5,17.5,73.28999999999999,33.720000000000006,5.0600000000000005,39.89999999999999
Sri Lanka,RMS Eranga,http://www.espncricinfo.com/ci/content/player/267414.html,Bowler,Right-hand bat,Right-arm fast-medium,9865.615384615385,11.330000000000002,53.12,32.65999999999998,5.74,34.0
Sri Lanka,"M Pushpakumara, ",http://www.espncricinfo.com/ci/content/player/49868.html,Allrounder,Left-hand bat,Right-arm offbreak,10327.5,0.75,36.84,199.0,4.2,211.5
Sri Lanka,"T Thushara, ",http://www.espncricinfo.com/ci/content/player/49677.html,Bowler,Left-hand bat,Left-arm fast-medium,10328.3,18.66,92.45000000000002,27.860000000000007,4.980000000000001,33.5
Sri Lanka,"PVD Chameera, ",http://www.espncricinfo.com/ci/content/player/552152.html,Bowler,Right-hand bat,Right-arm fast,9193.333333333334,13.28,62.0,41.88999999999999,5.329999999999999,47.1
Sri Lanka,"JDF Vandersay, ",http://www.espncricinfo.com/ci/content/player/370040.html,Bowler,Right-hand bat,Legbreak,9792.0,11.83,42.77,43.0,5.74,44.9
Sri Lanka,"RAS Lakmal, ",http://www.espncricinfo.com/ci/content/player/49619.html,Bowler,Right-hand bat,Right-arm fast-medium,10022.944444444445,8.2,55.850000000000016,31.619999999999997,5.400000000000002,35.10000000000001
Sri Lanka,CBRLS Kumara,http://www.espncricinfo.com/ci/content/player/784375.html,Bowler,Left-hand bat,Right-arm fast,7577.125,8.0,43.24,49.5,7.659999999999998,38.699999999999996
Sri Lanka,NGRP Jayasuriya,http://www.espncricinfo.com/ci/content/player/422871.html,Bowler,Right-hand bat,Slow left-arm orthodox,9768.0,11.0,84.61,224.5,5.93,216.0
Sri Lanka,"A Dananjaya, ",http://www.espncricinfo.com/ci/content/player/574178.html,Allrounder,Left-hand bat,Right-arm offbreak,9003.0,13.470000000000002,69.02,29.639999999999997,5.16,34.4
Sri Lanka,MDK Perera,http://www.espncricinfo.com/ci/content/player/49920.html,Allrounder,Right-hand bat,Right-arm offbreak,11437.75,12.659999999999998,76.38,31.459999999999997,5.380000000000002,35.0
Sri Lanka,FDM Karunaratne,http://www.espncricinfo.com/ci/content/player/227772.html,Opening batsman,Left-hand bat,Right-arm medium,9838.066666666668,15.830000000000005,68.84000000000002,208.86666666666667,6.599999999999998,190.73333333333332
Sri Lanka,T Thushara,http://www.espncricinfo.com/ci/content/player/49677.html,Bowler,Left-hand bat,Left-arm fast-medium,10215.518518518518,18.66000000000001,92.45,27.86000000000001,4.980000000000002,33.5
Sri Lanka,"DPMD Jayawardene, ",http://www.espncricinfo.com/ci/content/player/49289.html,Batsman,Right-hand bat,Right-arm medium,10639.260869565218,33.37,78.96000000000002,70.36999999999998,5.689999999999999,74.09999999999997
Sri Lanka,PARP Perera,http://www.espncricinfo.com/ci/content/player/653033.html,Middle-order batsman,Right-hand bat,Right-arm offbreak,8717.5,16.5,56.89,199.0,24.0,201.0
